Province,District,Long,Lat,Ele,River ,Flat,"Main OCC
Farming
0:No
1:Yes","Second OCC
Farming
0:No
1:Yes","Migration
BackG
0:No
1:Yes","Literate
0:no
1:yes","Gender 
0:F
1:M",Age,"Change in
farm income
0:decreased
1:no change
2:increased ","Environment
reason for
increase
0:no
1:yes","Agri
reason for
increase
0:no
1:yes","Economic
reason for
increase
0:no
1:yes","Price Change/
Economic reason
for decrease
0:no
1:yes","Environment
reason for
decrease
0:no
1:yes ","Environment
constrain
0:no
1:yes",t8,r8,Fuel
2,8,67.215042,33.200163,2977.356201,0,0,1,0,1,1,1,60,0,0,0,0,0,0,1,16.925946,9.5286305,0
2,8,67.424628,32.969038,2521.759277,0,0,0,1,1,1,1,45,0,0,0,0,1,1,1,19.47578125,6.1948045,0
2,8,67.430763,32.974662,2532.930664,0,0,0,1,1,1,1,59,2,1,0,0,0,0,1,19.42985075,6.25516475,6750
2,8,67.394351,32.970767,2534.75415,0,0,0,0,0,0,1,45,0,0,0,0,0,1,1,19.382258,6.42147825,0
2,8,67.410432,32.973763,2546.11377,0,0,0,0,1,0,1,65,0,0,0,0,0,1,1,19.3429965,6.45485975,0
2,8,67.251208,33.037637,2708.797363,0,0,1,1,1,0,1,60,0,0,0,0,0,1,1,18.2319025,8.853788,0
2,8,67.413665,32.972127,2546.11377,0,0,0,0,1,1,1,35,0,0,0,0,0,1,1,19.3429965,6.45485975,0
2,8,67.552132,33.18578,2738.986328,0,0,0,0,0,0,0,50,0,0,0,0,0,1,1,17.43021225,10.720939,0
2,8,67.521945,32.950577,2449.470947,0,1,0,1,1,1,1,55,0,0,0,0,0,1,1,19.87641525,5.33979675,0
2,8,67.534918,32.932328,2409.311035,0,1,0,0,1,0,1,60,0,0,0,0,0,1,1,20.07909925,4.99486575,0
2,8,67.41782,32.969995,2521.759277,0,0,1,1,1,0,1,53,0,0,0,0,0,1,1,19.47578125,6.1948045,900
2,8,67.36491,33.229125,2926.23999,0,0,0,0,1,1,1,36,0,0,0,0,0,1,1,16.90821025,10.78805275,0
2,8,67.394142,33.270333,2942.666016,1,1,0,0,0,1,0,48,1,0,0,0,0,0,1,16.69650625,11.4257915,0
2,8,67.55727,33.003748,2490.602295,0,1,0,0,1,1,1,56,0,0,0,0,0,1,1,19.63119275,5.8449215,0
2,8,67.531088,32.953157,2442.325684,0,1,1,0,1,0,1,65,0,0,0,0,1,1,1,19.91350425,5.2726375,0
2,8,67.531295,32.953003,2442.325684,0,1,1,0,1,1,1,64,0,0,0,0,0,1,1,19.91350425,5.2726375,0
2,8,67.252508,33.028223,2689.387695,0,0,1,0,1,1,1,50,1,0,0,0,0,0,1,18.31214025,8.79005225,0
2,8,67.372278,33.233922,2931.391113,0,0,1,1,1,1,1,55,0,0,0,0,0,1,1,16.83731175,11.027527,0
2,8,67.552987,33.005103,2496.609619,0,1,1,0,1,0,1,65,0,0,0,0,0,1,1,19.592102,5.9179615,0
2,8,67.406977,32.965307,2528.24292,0,0,0,0,1,1,1,52,0,0,0,0,0,1,1,19.4313295,6.3006575,0
2,8,67.562848,32.999708,2490.602295,0,1,1,0,1,1,1,50,0,0,0,0,0,1,1,19.63119275,5.8449215,0
2,8,67.47642,33.169775,2757.845947,0,1,0,0,1,1,1,30,0,0,0,0,0,1,1,17.4420345,10.6091685,0
2,8,67.536697,32.973653,2468.415527,0,1,1,0,1,0,1,76,2,1,0,0,0,0,1,19.738161,5.613985,0
2,8,67.465897,33.042498,2593.375488,0,0,1,1,1,1,1,50,2,0,0,0,0,0,1,19.0110435,7.0579405,9000
2,8,67.498635,32.944233,2447.026855,0,0,1,0,0,0,1,65,0,0,0,0,0,1,0,19.889105,5.31998575,0
2,8,67.472333,33.173302,2774.458252,0,0,0,0,1,1,1,60,0,0,0,0,0,1,1,17.33743675,10.82854925,0
2,8,67.47246,33.173405,2774.458252,0,0,1,0,1,1,1,57,0,0,0,0,0,1,1,17.33743675,10.82854925,0
2,8,67.55586,33.187315,2732.558594,0,0,0,1,0,0,1,65,0,0,0,0,0,1,1,17.47737625,10.610027,0
2,8,67.414242,32.971222,2528.24292,0,0,1,0,1,0,1,62,1,0,0,0,0,0,1,19.4313295,6.3006575,0
2,8,67.395583,33.078768,2686.467773,1,0,1,0,1,1,1,48,0,0,0,0,0,1,1,18.352397,8.345798,13500
2,8,67.37606,33.237798,2931.391113,0,0,0,1,1,1,1,53,0,0,0,0,0,1,1,16.83731175,11.027527,0
2,8,67.538272,32.953902,2442.325684,0,1,1,0,1,1,1,52,0,0,0,0,0,1,1,19.91350425,5.2726375,0
2,8,67.538927,32.950397,2442.325684,0,1,0,0,1,1,1,50,0,0,0,0,1,1,1,19.91350425,5.2726375,0
2,8,67.364482,33.229102,2926.23999,0,0,1,1,1,1,1,40,0,0,0,0,0,1,1,16.90821025,10.78805275,0
2,8,67.552927,33.004365,2496.609619,0,1,0,0,1,1,1,26,0,0,0,0,0,1,1,19.592102,5.9179615,0
2,8,67.362153,33.228588,2926.23999,0,0,1,1,1,1,1,43,0,0,0,0,0,1,1,16.90821025,10.78805275,0
2,8,67.53752,32.955842,2442.325684,0,1,1,0,1,1,1,77,0,0,0,0,0,1,1,19.91350425,5.2726375,0
2,8,67.47467,33.1722,2774.458252,0,0,1,1,1,1,1,52,1,0,0,0,0,0,1,17.33743675,10.82854925,4500
2,8,67.265377,33.102315,2803.876465,0,0,0,1,1,0,1,44,0,0,0,0,0,1,1,17.70376,9.1876035,0
2,8,67.362472,33.230237,2926.23999,0,0,1,0,0,1,1,66,0,0,0,0,0,1,1,16.90821025,10.78805275,9000
2,8,67.542293,32.954168,2420.802246,0,1,0,0,1,0,1,70,0,0,0,0,0,1,1,19.95039575,5.1541115,0
2,8,67.388535,33.072438,2693.438477,0,0,0,0,1,1,1,31,1,0,0,0,0,0,1,18.3078285,8.41208225,0
2,8,67.230885,33.209637,2976.734131,0,0,0,1,1,1,1,53,0,0,0,0,0,0,0,16.8683705,9.668116,0
2,8,67.361475,33.228217,2926.23999,0,0,1,1,1,0,1,62,0,0,0,0,0,1,1,16.90821025,10.78805275,0
2,8,67.409748,33.073507,2679.562256,1,1,1,1,1,0,1,42,0,0,0,0,0,0,0,18.39608675,8.2811455,0
2,8,67.563177,32.999883,2490.602295,0,1,1,0,1,0,1,55,0,0,0,0,0,1,1,19.63119275,5.8449215,0
2,8,67.472188,33.084058,2642.362549,0,0,1,0,1,1,1,69,0,0,0,0,0,1,1,18.409741,8.4118725,0
2,8,67.484322,33.321792,2969.552002,1,0,1,0,0,1,1,50,1,0,0,0,0,0,1,16.38518475,12.036246,0
2,8,67.397667,33.274503,2951.804199,1,0,1,0,1,1,1,45,1,0,0,0,0,0,1,16.627849,11.37500675,0
2,8,67.49848,32.944237,2447.026855,0,0,1,0,1,1,1,48,1,0,0,0,0,0,1,19.889105,5.31998575,0
2,8,67.472032,33.039147,2587.02124,0,0,1,0,0,0,1,72,1,0,0,0,0,0,1,19.051443,6.98196525,0
2,8,67.639133,33.126088,2615.432861,0,0,0,0,1,1,1,45,0,0,0,0,0,1,1,18.55963125,8.154844,0
2,8,67.534962,32.932492,2409.311035,0,0,0,0,1,1,1,58,0,0,0,0,0,1,1,20.07909925,4.99486575,0
2,8,67.4748,33.04,2587.02124,0,0,1,0,1,0,1,72,0,0,0,0,0,1,1,19.051443,6.98196525,0
2,8,67.411385,32.974002,2546.11377,0,0,0,1,0,0,1,70,2,0,0,1,0,0,1,19.3429965,6.45485975,0
2,8,67.472963,33.083935,2642.362549,1,0,0,0,1,1,1,56,0,0,0,0,1,1,1,18.409741,8.4118725,0
2,8,67.372337,33.233922,2931.391113,0,0,1,0,1,0,1,65,0,0,0,0,0,0,0,16.83731175,11.027527,0
2,8,67.498652,32.9442,2447.026855,1,0,1,0,1,0,1,56,0,0,0,0,0,1,1,19.889105,5.31998575,0
2,8,67.47641,33.169777,2757.845947,0,0,1,0,1,1,1,60,1,0,0,0,0,0,0,17.4420345,10.6091685,0
2,8,67.537577,32.956713,2442.325684,0,1,1,0,1,1,1,54,0,0,0,0,1,1,1,19.91350425,5.2726375,0
2,8,67.21757,33.20051,2970.23877,0,0,1,0,1,1,1,50,1,0,0,0,0,0,0,16.92670325,9.587943,0
2,8,67.47466,33.17057,2757.845947,0,0,1,0,0,0,1,50,0,0,0,0,0,1,1,17.4420345,10.6091685,0
2,8,67.393515,33.076723,2686.467773,0,0,1,1,1,0,1,35,0,0,0,0,0,1,1,18.352397,8.345798,0
2,8,67.42214,32.968823,2521.759277,0,0,1,0,1,1,1,62,0,0,0,0,1,1,1,19.47578125,6.1948045,0
2,8,67.551667,33.182132,2722.486816,0,0,1,0,1,0,1,70,0,0,0,0,0,1,1,17.53461075,10.504409,0
2,8,67.563055,32.999738,2490.602295,0,1,1,1,1,0,1,67,0,0,0,0,0,1,1,19.63119275,5.8449215,0
2,8,67.423982,32.967137,2521.759277,0,0,1,0,1,1,1,35,0,0,0,0,0,1,1,19.47578125,6.1948045,6750
2,8,67.383785,33.249727,2936.831055,0,0,1,1,1,0,1,75,0,0,0,0,0,1,1,16.7664815,11.24151925,0
2,8,67.438103,32.976168,2532.930664,1,0,1,1,1,0,1,67,0,0,0,0,0,1,1,19.42985075,6.25516475,0
2,8,67.412345,32.999667,2582.31543,0,0,1,0,1,0,1,45,2,1,0,1,0,0,1,19.155513,6.79856275,0
2,8,67.551598,33.181903,2722.486816,0,0,0,0,1,0,1,65,0,0,0,0,0,1,1,17.53461075,10.504409,0
2,8,67.448313,33.061818,2633.466309,0,0,0,0,0,1,1,62,0,0,0,0,0,1,1,18.69100325,7.728444,0
2,8,67.372125,33.234232,2931.391113,0,0,1,1,0,1,1,75,0,0,0,0,0,1,1,16.83731175,11.027527,0
2,8,67.480234,32.889008,2373.603516,0,0,0,0,0,1,0,54,0,0,0,0,0,1,1,20.158776,4.98572225,0
2,8,67.414368,32.971152,2528.24292,0,0,0,1,1,1,1,40,2,1,0,1,0,0,1,19.4313295,6.3006575,0
2,8,67.364777,33.229102,2926.23999,0,0,1,0,1,1,1,60,0,0,0,0,0,1,1,16.90821025,10.78805275,0
2,8,67.372318,33.23437,2931.391113,0,0,1,0,1,0,1,52,1,0,0,0,0,0,1,16.83731175,11.027527,11250
2,8,67.537502,32.955462,2442.325684,0,1,0,0,1,1,1,45,0,0,0,0,0,1,1,19.91350425,5.2726375,0
2,8,67.387242,32.911777,2454.142822,0,0,1,1,1,0,1,65,0,0,0,0,0,1,1,19.65944225,6.041412,1800
2,8,67.563067,32.999733,2490.602295,0,1,1,1,1,0,1,65,0,0,0,0,1,1,1,19.63119275,5.8449215,3150
2,8,67.210563,33.306807,3062.69458,0,0,1,0,0,0,1,45,0,0,0,0,1,0,0,16.569383,9.22457675,0
2,8,67.469698,33.17425,2774.458252,0,0,1,1,0,0,1,62,0,0,0,0,0,1,1,17.33743675,10.82854925,0
2,8,67.382097,33.25958,2949.124512,0,0,1,0,1,0,1,52,0,0,0,0,0,1,1,16.69503975,11.2913205,0
2,8,67.53109,32.952952,2442.325684,0,1,1,0,1,0,1,55,0,0,0,0,0,1,1,19.91350425,5.2726375,0
2,8,67.570622,33.194488,2729.106445,0,0,1,0,1,0,1,79,0,0,0,0,0,1,1,17.5280495,10.471251,0
2,8,67.52205,32.950412,2449.470947,0,1,0,0,1,1,1,43,0,0,0,0,0,1,1,19.87641525,5.33979675,0
2,8,67.461658,33.047343,2610.157715,0,0,1,0,1,0,1,55,0,0,0,0,0,1,1,18.88208275,7.33086525,2250
2,8,67.37681,33.236645,2931.391113,0,0,1,0,0,1,1,70,0,0,0,0,0,0,0,16.83731175,11.027527,0
2,8,67.470262,33.039498,2587.02124,0,0,1,0,0,0,1,60,0,0,0,0,0,1,1,19.051443,6.98196525,13500
2,8,67.263228,33.101833,2803.876465,0,0,1,0,1,1,1,52,0,0,0,0,0,1,1,17.70376,9.1876035,0
2,8,67.654332,33.368822,2932.893799,0,0,1,0,0,0,1,42,0,0,0,0,0,1,1,16.6567,10.94094175,22500
2,8,67.388343,33.073793,2693.438477,1,1,1,1,1,1,1,50,0,0,0,0,0,1,1,18.3078285,8.41208225,9000
2,8,67.387532,33.073987,2693.438477,1,0,0,0,1,1,1,40,2,1,0,0,0,0,0,18.3078285,8.41208225,0
2,8,67.455325,33.056272,2610.157715,0,0,1,1,1,0,1,60,0,0,0,0,0,1,1,18.88208275,7.33086525,0
2,8,67.363447,33.226993,2926.23999,0,0,1,0,1,1,1,56,0,0,0,0,0,1,1,16.90821025,10.78805275,0
2,8,67.382237,33.261172,2949.124512,0,0,1,1,1,1,1,53,1,0,0,0,0,0,1,16.69503975,11.2913205,0
2,8,67.478622,33.161663,2757.845947,0,0,0,0,0,1,1,38,0,0,0,0,0,1,1,17.4420345,10.6091685,0
2,8,67.418302,32.968427,2521.759277,0,0,0,1,0,1,1,74,0,0,0,0,0,1,1,19.47578125,6.1948045,0
2,8,67.538705,32.950328,2442.325684,0,1,0,0,1,1,1,53,1,0,0,0,0,0,1,19.91350425,5.2726375,0
2,8,67.430207,32.973735,2532.930664,0,0,1,0,1,0,1,57,0,0,0,0,0,1,1,19.42985075,6.25516475,9000
2,8,67.329598,33.228388,2941.116699,0,0,1,0,1,1,1,42,0,0,0,0,0,1,1,16.88969675,10.45546275,0
2,8,67.453958,33.201348,2833.876709,0,0,1,0,1,1,1,60,0,0,0,0,0,1,1,17.11742625,11.215225,0
2,8,67.454042,33.201253,2833.876709,0,0,0,0,1,1,1,38,0,0,0,0,0,1,1,17.11742625,11.215225,0
2,8,67.454022,33.201268,2833.876709,0,0,0,0,1,1,1,42,1,0,0,0,0,0,0,17.11742625,11.215225,0
2,8,67.454103,33.201535,2833.876709,0,0,0,1,1,1,1,40,0,0,0,0,0,1,1,17.11742625,11.215225,0
2,8,67.454012,33.201288,2833.876709,0,0,0,0,0,1,1,28,0,0,0,0,0,1,1,17.11742625,11.215225,0
3,14,65.740192,33.914023,2688.253662,0,0,1,0,1,0,1,34,0,0,0,0,0,1,1,18.66228175,1.02889175,5400
3,14,65.74303,33.894023,2660.141357,1,0,1,0,1,1,1,36,0,0,0,0,0,1,1,18.78888375,1.0252505,6900
3,14,65.73586,33.920501,2688.253662,0,0,1,0,1,0,1,70,0,0,0,0,0,1,1,18.66228175,1.02889175,75900
3,14,65.723863,33.891388,2660.851563,0,0,1,0,1,1,1,52,0,0,0,0,0,1,1,18.789278,1.04165525,6900
3,14,65.743925,33.905208,2671.51123,1,0,1,0,1,1,1,45,0,0,0,0,0,1,1,18.72181925,1.0110435,7500
3,14,65.729548,33.896615,2678.355957,0,0,1,0,1,0,1,30,0,0,0,0,0,1,1,18.7268315,1.04358725,6000
3,14,65.913825,33.92008,2687.704102,0,0,1,0,1,1,1,43,0,0,0,0,0,1,1,18.59207,0.82694875,7800
3,14,65.739101,33.91041,2688.253662,0,0,1,0,1,1,1,53,0,0,0,0,0,1,1,18.66228175,1.02889175,7800
3,14,65.728922,33.916104,2687.86792,0,0,1,0,1,1,1,50,0,0,0,0,0,1,1,18.6652435,1.04403475,7500
3,14,65.716944,33.911993,2687.628662,0,0,1,0,1,0,1,42,0,0,0,0,0,1,1,18.667059,1.056971,7500
3,14,65.725214,33.918106,2687.86792,0,0,1,0,1,1,1,32,0,0,0,0,0,1,0,18.6652435,1.04403475,7140
3,14,65.744113,33.893281,2659.595459,1,0,1,0,1,1,1,60,0,0,0,0,0,1,1,18.78748,1.00607675,7500
3,14,65.709555,33.914323,2687.628662,0,0,1,0,1,0,1,35,0,0,0,0,0,1,1,18.667059,1.056971,60000
3,14,65.689887,33.934054,2706.308838,1,0,1,0,1,1,1,52,0,0,0,0,0,1,1,18.55640575,1.06265225,7500
3,14,65.735977,33.913632,2688.253662,0,0,1,0,1,0,1,50,0,0,0,0,0,1,1,18.66228175,1.02889175,6000
3,14,65.723137,33.919708,2687.86792,0,0,1,0,0,1,1,30,0,0,0,0,0,1,1,18.6652435,1.04403475,7800
3,14,65.739222,33.911128,2688.253662,0,0,1,0,1,1,1,70,0,0,0,0,0,1,1,18.66228175,1.02889175,8100
3,14,65.741826,33.907216,2678.832764,0,0,1,0,1,0,1,35,0,0,0,0,0,1,1,18.725119,1.027922,6000
3,14,65.739587,33.911693,2688.253662,0,0,1,0,0,1,1,28,0,0,0,0,0,1,1,18.66228175,1.02889175,6000
3,14,65.702406,33.84619,2606.682373,1,1,1,0,1,1,1,36,0,0,0,0,0,1,1,18.97868825,1.03440175,4800
3,14,65.722492,33.91987,2687.86792,0,0,1,0,1,0,1,50,0,0,0,0,0,1,1,18.6652435,1.04403475,6900
3,14,65.727344,33.910334,2687.86792,0,0,1,0,1,1,1,50,0,0,0,0,0,1,1,18.6652435,1.04403475,9000
3,14,65.740581,33.911957,2688.253662,0,0,1,0,1,1,1,35,0,0,0,0,0,1,1,18.66228175,1.02889175,7800
3,14,65.722484,33.919807,2687.86792,0,0,1,0,1,0,1,40,0,0,0,0,0,1,1,18.6652435,1.04403475,7500
3,14,65.729616,33.896747,2678.355957,0,0,1,0,0,1,1,30,0,0,0,0,0,1,1,18.7268315,1.04358725,4680
3,14,65.744799,33.894542,2659.595459,1,0,1,0,1,0,1,30,0,0,0,0,0,1,1,18.78748,1.00607675,7500
3,14,65.725625,33.923776,2696.790527,0,0,1,0,1,1,1,42,0,0,0,0,0,1,1,18.60516225,1.0414105,6000
3,14,65.727337,33.910425,2687.86792,0,0,1,0,1,1,1,40,0,0,0,0,0,1,1,18.6652435,1.04403475,5400
3,14,65.739417,33.91078,2688.253662,0,0,1,0,1,0,1,65,0,0,0,0,0,1,1,18.66228175,1.02889175,5700
3,14,65.738925,33.913523,2688.253662,0,0,1,0,1,0,1,70,0,0,0,0,0,1,1,18.66228175,1.02889175,6000
3,11,66.499982,33.736833,2379.098877,0,0,1,1,1,0,1,27,0,0,0,0,0,1,1,18.8387745,0.19210725,12500
3,11,66.615334,33.754828,2473.061035,0,1,0,1,1,1,1,56,0,0,0,0,0,1,1,18.48956675,0.274559,2500
3,11,66.526167,33.790981,2427.662842,0,0,1,0,1,1,1,30,0,0,0,0,0,1,0,18.5313215,0.16366125,15000
3,11,66.594545,33.674836,2417.331299,0,1,1,1,1,1,1,28,2,1,0,1,0,0,1,18.940949,0.371471,9000
3,11,66.74134,33.628767,2603.137939,0,0,1,1,1,1,1,45,0,0,0,0,0,1,1,18.318243,0.8774215,20000
3,11,66.565209,33.75984,2431.19043,0,1,1,0,1,1,1,63,2,1,1,1,0,0,1,18.55276525,0.22045225,12500
3,11,66.541072,33.802977,2443.353271,0,0,1,1,1,1,1,45,0,0,0,0,0,1,1,18.46252325,0.15834875,20000
3,11,66.640003,33.612882,2451.530273,0,1,1,1,1,1,1,43,0,0,0,0,0,1,1,19.001793,0.48587975,15000
3,11,66.552465,33.759561,2420.969238,1,1,1,1,1,1,1,36,1,0,0,0,0,0,1,18.5817255,0.2162395,10000
3,11,66.538705,33.803245,2443.353271,0,0,1,1,1,1,1,63,0,0,0,0,0,1,1,18.46252325,0.15834875,35000
3,11,66.773892,33.624612,2648.801758,0,0,1,1,1,1,1,34,2,1,0,0,0,0,1,18.087762,1.0044595,75000
3,11,66.47482,33.813062,2428.856934,0,0,1,1,1,1,1,63,0,0,0,0,0,1,1,18.524078,0.17436525,24000
3,11,66.554176,33.76191,2420.969238,0,1,1,0,1,1,1,60,0,0,0,0,1,1,1,18.5817255,0.2162395,10000
3,11,66.556007,33.76562,2431.19043,0,1,1,1,1,0,0,60,0,0,0,0,0,1,1,18.55276525,0.22045225,12500
3,11,66.431255,33.766563,2357.862793,0,0,1,1,1,0,1,50,0,0,0,0,0,1,1,18.855693,0.20142075,6000
3,11,66.571431,33.66583,2398.372559,0,1,1,1,0,1,1,30,2,1,0,1,0,0,1,19.0762735,0.327089,6000
3,11,66.614946,33.75508,2473.061035,0,0,0,0,0,1,1,56,2,0,0,1,0,0,0,18.48956675,0.274559,4250
3,11,66.554177,33.76191,2420.969238,0,1,1,0,0,1,1,60,0,0,0,0,1,1,0,18.5817255,0.2162395,11500
3,11,66.6514,33.61018,2468.816162,0,0,1,1,0,0,1,35,1,0,0,0,0,0,1,18.9452185,0.5111035,0
3,11,66.514762,33.782217,2411.958984,0,0,1,1,1,1,1,66,2,1,1,0,0,0,1,18.60817,0.17026,30000
3,11,66.56874,33.633442,2379.520508,0,1,1,1,0,0,1,60,2,1,0,1,0,0,1,19.1651745,0.36962875,6150
3,11,66.54595,33.682676,2378.232666,0,1,1,0,0,0,1,46,0,0,0,0,1,1,1,19.096653,0.29986425,7500
3,11,66.491254,33.747438,2371.362793,1,1,1,1,1,1,1,58,1,0,0,0,0,0,0,18.79257425,0.18590175,10000
3,11,66.474857,33.756588,2365.564941,0,0,1,1,1,0,1,27,0,0,0,0,0,1,1,18.82532525,0.1892145,11500
3,11,66.473555,33.756732,2365.564941,0,1,1,1,1,0,1,65,0,0,0,0,0,1,1,18.82532525,0.1892145,8000
3,11,66.473858,33.722155,2349.723877,0,0,1,1,1,1,1,35,0,0,0,0,0,1,1,18.98054575,0.2003975,25000
3,11,66.562505,33.765189,2431.19043,0,0,1,1,0,1,1,45,0,0,0,0,1,1,1,18.55276525,0.22045225,12500
3,11,66.642443,33.615677,2468.816162,0,1,1,0,1,1,1,35,0,0,0,0,0,1,1,18.9452185,0.5111035,10000
3,11,66.539983,33.80298,2443.353271,0,0,1,1,1,1,1,33,0,0,0,0,0,1,1,18.46252325,0.15834875,18000
3,11,66.534507,33.746995,2403.667969,0,1,1,1,1,1,1,80,2,0,1,1,0,0,0,18.67323125,0.22402,15000
3,11,66.477267,33.722683,2349.723877,0,0,1,1,1,0,1,63,0,0,0,0,0,1,1,18.98054575,0.2003975,10000
3,11,66.656763,33.606903,2489.551514,0,0,1,1,0,0,1,60,1,0,0,0,0,0,1,18.912866,0.55700375,2000
3,11,66.421713,33.644777,2280.556152,0,1,0,1,1,1,1,45,1,0,0,0,0,0,1,19.61238825,0.22176,19500
3,11,66.54199,33.803025,2443.353271,0,0,1,1,1,1,1,32,0,0,0,0,0,1,1,18.46252325,0.15834875,25000
3,11,66.741883,33.629337,2603.137939,0,0,1,0,1,1,1,26,2,0,1,1,0,0,1,18.318243,0.8774215,250000
3,11,66.561865,33.704719,2400.793457,0,1,1,0,1,1,1,43,2,1,1,0,0,0,1,18.9258115,0.288263,11500
3,11,66.614919,33.754699,2473.061035,0,0,0,1,1,1,1,60,2,1,0,0,0,0,0,18.48956675,0.274559,2300
3,11,66.587498,33.780991,2464.018066,0,0,1,1,1,1,1,50,2,0,1,1,0,0,1,18.451014,0.22975275,17000
3,11,66.561865,33.704719,2400.793457,0,1,1,0,1,1,1,42,2,1,1,1,0,0,1,18.9258115,0.288263,9000
3,11,66.506125,33.772775,2411.958984,0,0,1,1,1,0,1,70,0,0,0,0,0,1,1,18.60817,0.17026,15000
3,11,66.540965,33.802972,2443.353271,0,0,1,1,1,1,1,44,2,0,1,0,0,0,1,18.46252325,0.15834875,22500
3,11,66.562555,33.777328,2438.04126,0,0,1,0,1,1,1,52,2,1,1,0,0,0,1,18.501782,0.2100505,16000
3,11,66.549532,33.692483,2383.582275,0,1,1,1,0,1,1,50,2,0,1,1,0,0,1,19.03339875,0.2909325,9500
3,11,66.614361,33.754779,2473.061035,0,0,1,0,1,1,1,54,2,0,0,1,0,0,0,18.48956675,0.274559,4500
3,11,66.653405,33.607518,2471.848633,0,0,1,1,1,0,1,35,0,0,0,0,0,1,1,18.97549125,0.52672075,0
3,11,66.547263,33.689227,2383.582275,0,1,1,0,1,0,1,57,0,0,0,0,1,1,1,19.03339875,0.2909325,4950
3,11,66.589365,33.781037,2464.018066,0,0,1,0,1,1,1,57,2,0,1,1,0,0,0,18.451014,0.22975275,15000
3,11,66.559103,33.701087,2400.793457,0,1,1,0,1,1,1,28,2,1,1,1,0,0,1,18.9258115,0.288263,9500
3,11,66.555455,33.699853,2400.793457,0,1,1,1,1,1,1,47,2,1,1,0,0,0,1,18.9258115,0.288263,11500
1,11,66.555455,33.699853,2400.793457,0,1,1,1,1,1,1,53,2,1,1,0,0,0,1,18.9258115,0.288263,12000
3,11,66.589138,33.781191,2464.018066,0,0,1,1,1,1,1,67,2,1,1,0,0,0,1,18.451014,0.22975275,19000
3,11,66.442727,33.752518,2354.566162,0,0,1,1,1,1,1,60,0,0,0,0,0,1,1,18.8938985,0.197892,8000
3,11,66.47432,33.787875,2411.774414,0,0,1,1,1,1,1,42,0,0,0,0,0,1,1,18.6321845,0.1778645,29000
3,11,66.558171,33.761855,2431.19043,0,1,1,1,1,0,1,50,1,0,0,0,0,0,1,18.55276525,0.22045225,7500
3,11,66.47772,33.756023,2365.564941,0,0,1,0,1,1,1,36,0,0,0,0,0,1,1,18.82532525,0.1892145,8500
3,11,66.561012,33.677655,2390.356689,0,1,1,1,0,0,1,56,2,1,1,1,0,0,1,19.06112375,0.30850475,7500
3,11,66.539285,33.603305,2334.291748,1,1,0,0,0,1,1,65,1,0,0,0,0,0,1,19.39187775,0.359018,10000
3,11,66.480445,33.693653,2334.043701,0,0,1,1,1,0,1,70,0,0,0,0,0,1,1,19.17926075,0.218161,6500
3,11,66.531635,33.690168,2372.051514,0,1,1,1,1,1,1,40,2,0,1,0,0,0,1,19.06612925,0.2837615,7500
3,11,66.656267,33.609918,2485.957275,0,0,1,1,1,1,1,50,0,0,0,0,0,1,1,18.8824565,0.54015425,0
3,11,66.615014,33.754616,2473.061035,0,0,0,0,0,1,1,46,2,1,0,0,0,0,0,18.48956675,0.274559,3250
3,11,66.558609,33.620927,2361.596924,1,1,1,0,0,1,1,19,0,0,0,0,1,1,1,19.240819,0.36740425,10000
3,11,66.431993,33.642487,2286.315918,0,1,1,0,1,0,1,55,0,0,0,0,0,1,1,19.559619,0.22593775,8500
3,11,66.615261,33.754786,2473.061035,0,0,1,0,1,1,1,35,0,0,0,0,0,1,0,18.48956675,0.274559,4900
3,11,66.615114,33.755327,2473.061035,0,1,0,0,0,1,1,37,2,0,0,0,0,0,1,18.48956675,0.274559,4750
3,11,66.568914,33.61609,2372.705078,1,1,1,1,1,1,1,28,2,0,0,1,0,0,1,19.23760125,0.39040825,10000
3,11,66.615381,33.755036,2473.061035,0,1,1,0,1,1,1,50,2,1,0,0,0,0,0,18.48956675,0.274559,4000
3,11,66.554694,33.762746,2420.969238,0,0,1,1,1,1,1,70,2,0,1,1,0,0,1,18.5817255,0.2162395,7500
3,11,66.615272,33.754828,2473.061035,0,1,1,0,1,1,1,60,2,0,0,1,0,0,0,18.48956675,0.274559,2800
3,11,66.431025,33.639972,2286.315918,0,0,1,1,1,0,1,50,0,0,0,0,0,1,1,19.559619,0.22593775,6500
3,11,66.615162,33.754718,2473.061035,0,0,0,0,0,1,1,54,2,1,0,0,0,0,0,18.48956675,0.274559,3800
3,11,66.549313,33.691785,2383.582275,0,1,1,0,0,1,1,40,2,1,1,1,0,0,1,19.03339875,0.2909325,10000
3,11,66.653105,33.608438,2468.816162,0,0,1,1,1,0,1,60,0,0,0,0,0,1,1,18.9452185,0.5111035,200000
3,11,66.559453,33.762781,2431.19043,0,0,1,1,1,1,1,40,0,0,0,0,1,1,1,18.55276525,0.22045225,10000
3,11,66.539947,33.803025,2443.353271,0,0,1,1,0,1,1,30,0,0,0,0,0,1,1,18.46252325,0.15834875,10000
3,11,66.56296,33.703431,2400.793457,0,1,1,0,1,0,1,63,2,1,1,0,0,0,1,18.9258115,0.288263,9500
3,11,66.615264,33.754783,2473.061035,0,0,1,0,1,1,1,40,1,0,0,0,0,0,1,18.48956675,0.274559,3000
3,11,66.651687,33.632382,2466.442383,0,0,1,0,1,1,1,55,0,0,0,0,0,1,1,18.910872,0.498207,15000
